review_text,fake_prob
"I really like this moisturizer. I’ve been using it for 1 month and it works really well for my skin. It keeps my skin hydrated for a long time and makes it feel soft and smooth. The texture is nice,not too greas and it absorbs well. It also helped improve my dry skin and made it look more healthy. Good for daily use, especially if you have normal to dry skin. Only small downside is it can feel a bit heavy in hot weather, but overall it’s a great product",0.9852145314216614
"It's good for dry skin, specially for winter season. Skin feels hydrated for 12-15 hours. Didn't feel oily. Texture is good. Mild fragrance is there.",0.9770367741584778
"This product is crazy good specially for medical grade applications where moisturising is the main factor. My skin is very dry. I had eye eczema which is mostly due to severe dryness specially during the winter time & I was searching for a Ceramide moisturiser with minimal irritants. This one perfectly fits in. Skin feels smoother, eczema is cured & I absolutely have no irritation now. The Foxtale one I've used for a longer time also has more Ceramides & Niacinamide, is very light on skin, has allergen free fragrance. Foxtale one is better in all segments but Niacinamide used to create irritation on my existing skin condition. This one can be used on all sorts of skins, specially sensitive skins where moisturising is the main objective. It never caused irritation. It also contains Borage oil which cures inflammation & breakouts. This product is an absolute banger.",0.9838481545448303
"I have dry and tight skin , I have used many moisturizer but non helped but this one does wonders to my face , my skin feels really soft and feels hydrated which it hasn't felt from a long time i can see it from the use of day one and it absorbs quickly there is no stickiness , is really lightweight, i would highly recommend to this people with dry skin .",0.9905101656913757
The moisturizer is great but feels heavy for my skin.,0.7181393504142761
"Definitely it's a good moisturizer, No doubt about it. It delivers what it claims to be. Instantly absorbs, Non greasy, Non sticky, Dry skin people can use. It may NOT be sufficient for very dry skin. It's good for daily moisturization and under makeup 👍 Edit: I finished the tube. My skin barrier was damaged and was getting pimples easily before using this. After using this, my skin got healed totally. I am very grateful and I recommend it for sure. Go ahead and buy 😊",0.9806491136550903
"Very hydrating. Leaves your skin soft and hydrated. It might be too much for oily skin. Although I have oily skin, since using medication my skin has become drier. So I use this as a night cream. It works wonderfully as a barrier repair cream.",0.9424762725830078
One of the best moisturizers I have ever used...worth every penny I have very dry skin...I use it and seal it off with squalene oil Really helped a lot,0.9538458585739136
Very good moisturizer for dry skin,0.8549675345420837
"Ok ok, hydration wise ok but feels oily ..not for oily skin people",0.5850200057029724
Tear resistant and value for money. The good part is that these are not transparent. Satisfying experience.,0.916474461555481
These bags are good but my last batch the perforation isn’t made properly. It either has no bottom or is sealed from both ends,0.38047704100608826
Very good quality. Last long.,0.9201729893684387
I have bought this product three times but on the last time product quality is not as good as the first two the bag is very thin and tears up easily,0.7894702553749084
Enough size for my kitchen dustbin. Material is enough thick to hold.,0.8613616228103638
Size was as per requirement but the perforation ad and quality is not to the acceptantion,0.6114550828933716
Good product - have used it repeatedly,0.4388125538825989
Right size for my home.,0.2655021548271179
Good bags compare to price,0.9355851411819458
